Index	JobID	Memory_MB
0	66674640	512.30
1	66674641	555.38
3	66674643	645.02
4	66674644	409.17
6	66674646	552.15
7	66674647	560.70
8	66674648	530.03
9	66674649	645.78
10	66674650	651.68
12	66674652	512.83
13	66674653	546.43
14	66674654	528.45
17	66674657	495.92
18	66674658	644.83
19	66674659	507.83
21	66674661	533.25
22	66674662	545.29
23	66674663	532.81
24	66674664	510.14
25	66674665	504.31
27	66674667	496.94
28	66674668	532.79
29	66674669	506.77
30	66674670	457.06
31	66674671	463.51
33	66674673	440.97
34	66674674	457.53
35	66674675	452.41
36	66674676	456.23
37	66674677	431.38
39	66674679	450.73
40	66674680	476.79
41	66674681	447.47
42	66674682	521.21
43	66674683	510.17
45	66674685	508.95
46	66674686	650.87
47	66674687	513.72
48	66674688	646.94
50	66674690	481.88
51	66674691	471.71
53	66674693	510.67
54	66674694	501.78
55	66674695	617.31
56	66674696	443.17
57	66674697	462.79
58	66674698	470.27
60	66674700	456.98
61	66674701	454.10
62	66674702	439.06
63	66674703	448.33
64	66674704	463.69
65	66674705	479.96
67	66674707	460.09
68	66674708	626.19
69	66674709	454.33
70	66674710	434.74
71	66674711	465.00
72	66674712	490.00
74	66674714	440.22
75	66674715	580.14
76	66674716	510.79
77	66674717	473.96
78	66674718	612.86
80	66674720	475.21
81	66674721	470.29
82	66674722	547.60
83	66674723	624.19
85	66674725	480.23
86	66674726	515.17
87	66674727	615.77
88	66674728	451.20
89	66674729	454.13
90	66674730	615.80
91	66674731	535.52
93	66674733	543.64
94	66674734	528.45
95	66674735	467.80
96	66674736	491.25
97	66674737	646.56
98	66674738	644.51
100	66674740	644.76
101	66674741	507.76
104	66674744	526.55
105	66674745	592.63
107	66674747	650.08
108	66674748	539.32
109	66674749	636.90
110	66674750	639.86
111	66674751	533.86
112	66674752	638.75
114	66674754	647.68
115	66674755	647.27
116	66674756	646.68
117	66674757	494.76
118	66674758	523.86
120	66674760	645.21
121	66674761	644.01
122	66674762	614.85
123	66674763	647.00
124	66674764	628.06
125	66674765	546.81
127	66674767	649.22
