Index	JobID	FLRECO Runtime sec
53	66675155	16576
49	66675146	20894
92	66675231	21263
48	66675144	22550
15	66675069	23536
72	66675197	23820
54	66675157	23899
81	66675217	23692
14	66675066	24336
0	66674923	24083
56	66675161	24664
1	66674925	24545
73	66675199	24453
47	66675142	24442
9	66674944	24456
78	66675210	25021
80	66675215	25282
76	66675207	25684
75	66675204	25397
13	66675064	25562
19	66675078	26252
51	66675151	26142
5	66674935	25922
45	66675139	25894
83	66675220	26177
77	66675208	26486
31	66675106	25926
94	66675233	26856
55	66675159	26882
85	66675223	27112
7	66674939	26961
30	66675103	26522
12	66675062	26697
16	66675071	27805
50	66675148	27877
59	66675169	28021
18	66675076	28474
84	66675221	28672
2	66674927	27740
74	66675202	28291
44	66675136	28578
11	66675060	28419
95	66675234	28382
87	66675225	28398
82	66675219	29183
36	66675116	28888
37	66675118	28922
17	66675073	29490
68	66675188	29408
39	66675124	29411
34	66675113	29413
65	66675182	30204
89	66675227	30090
40	66675128	30115
62	66675175	29740
67	66675186	29742
71	66675195	30407
91	66675230	29768
69	66675191	30193
42	66675132	30397
43	66675134	30550
23	66675086	30606
86	66675224	30917
70	66675193	31050
97	66675242	31091
4	66674931	31213
32	66675108	31176
26	66675095	31062
90	66675228	30871
88	66675226	31249
60	66675171	31520
21	66675083	31390
93	66675232	31604
28	66675098	31499
24	66675091	31487
33	66675110	31597
29	66675101	31612
35	66675115	31670
38	66675120	31839
27	66675096	31831
58	66675167	32008
6	66674937	31725
3	66674929	32071
41	66675130	32251
10	66675057	32241
63	66675178	33042
99	66675245	32951
20	66675081	33586
98	66675244	34032
64	66675180	33915
61	66675173	34170
22	66675085	34327
57	66675165	34757
96	66675235	34770
25	66675092	34962
8	66674941	35446
66	66675184	36055
52	66675153	23938
46	66675140	28493
79	66675212	25277
