Index	JobID	Runtime sec
53	66675155	17588
49	66675146	22084
92	66675231	22876
48	66675144	24314
15	66675069	24979
72	66675197	25344
54	66675157	25414
81	66675217	25451
14	66675066	25485
0	66674923	25572
56	66675161	25858
1	66674925	26131
73	66675199	26165
47	66675142	26346
9	66674944	26789
78	66675210	26844
80	66675215	27094
76	66675207	27218
75	66675204	27224
13	66675064	27236
19	66675078	27452
51	66675151	27463
5	66674935	27657
45	66675139	27656
83	66675220	27741
77	66675208	27930
31	66675106	28024
94	66675233	28558
55	66675159	28607
85	66675223	28836
7	66674939	28889
30	66675103	28913
12	66675062	29026
16	66675071	29575
50	66675148	29646
59	66675169	29727
18	66675076	29766
84	66675221	29804
2	66674927	30061
74	66675202	30144
44	66675136	30319
11	66675060	30646
95	66675234	30672
87	66675225	30758
82	66675219	31000
36	66675116	31170
37	66675118	31258
17	66675073	31334
68	66675188	31698
39	66675124	31801
34	66675113	31906
65	66675182	31923
89	66675227	32000
40	66675128	32090
62	66675175	32118
67	66675186	32229
71	66675195	32308
91	66675230	32280
69	66675191	32511
42	66675132	32864
43	66675134	32906
23	66675086	33101
86	66675224	33202
70	66675193	33346
97	66675242	33434
4	66674931	33514
32	66675108	33555
26	66675095	33571
90	66675228	33590
88	66675226	33691
60	66675171	33753
21	66675083	33812
93	66675232	33851
28	66675098	33919
24	66675091	33942
33	66675110	33955
29	66675101	34050
35	66675115	34073
38	66675120	34206
27	66675096	34239
58	66675167	34324
6	66674937	34380
3	66674929	34441
41	66675130	34640
10	66675057	34656
63	66675178	35393
99	66675245	35426
20	66675081	36026
98	66675244	36129
64	66675180	36235
61	66675173	36515
22	66675085	36640
57	66675165	37280
96	66675235	37406
25	66675092	37508
8	66674941	37927
66	66675184	38429
52	66675153	25790
46	66675140	30854
79	66675212	27692
