Index	JobID	FLRECO Runtime sec
97	66603338	29642
71	66603304	29836
73	66603306	30945
99	66603341	31167
96	66603337	32391
55	66603284	32201
63	66603293	33463
72	66603305	35287
47	66603273	36272
69	66603302	35130
84	66603321	36428
98	66603340	35501
57	66603286	37531
93	66603334	36594
68	66603301	37745
56	66603285	40166
42	66603266	40202
65	66603296	40308
62	66603292	41146
74	66603307	42212
50	66603277	41262
52	66603281	42697
31	66603251	43256
24	66603242	43770
26	66603244	42243
5	66603207	44054
40	66603262	43132
76	66603310	44232
77	66603312	44999
66	66603298	45829
83	66603320	45238
70	66603303	44562
8	66603211	44050
75	66603308	45292
92	66603333	45249
34	66603254	45772
9	66603212	46215
7	66603210	46711
2	66603203	47412
13	66603216	48049
6	66603208	47567
0	66603200	47651
49	66603275	48476
37	66603258	46994
81	66603317	49639
1	66603201	48996
32	66603252	49170
22	66603240	49374
36	66603257	48964
18	66603223	48856
29	66603248	49203
58	66603287	49360
82	66603318	48583
64	66603295	49152
67	66603299	49595
39	66603261	48649
15	66603220	49614
28	66603246	50045
88	66603326	50449
20	66603225	49675
85	66603323	48715
14	66603219	49440
94	66603335	49243
54	66603283	49772
12	66603215	50132
79	66603315	50650
19	66603224	50782
17	66603222	51188
45	66603271	52488
10	66603213	51191
11	66603214	51312
87	66603325	51126
80	66603316	51533
4	66603206	51553
3	66603204	51681
86	66603324	51588
60	66603290	51773
33	66603253	52058
59	66603288	51831
16	66603221	52154
25	66603243	52390
89	66603328	52163
44	66603270	52446
95	66603336	52921
48	66603274	53199
35	66603255	52979
46	66603272	52995
41	66603264	54062
38	66603259	54231
61	66603291	55020
23	66603241	54251
21	66603237	54958
43	66603268	54751
51	66603279	55479
27	66603245	55245
30	66603250	55811
53	66603282	56542
90	66603330	56718
78	66603313	58116
91	66603331	59231
