Index	JobID	Runtime sec
97	66603338	32290
71	66603304	32431
73	66603306	33164
99	66603341	33766
96	66603337	35010
55	66603284	35572
63	66603293	37657
72	66603305	38200
47	66603273	39307
69	66603302	39625
84	66603321	40139
98	66603340	40190
57	66603286	40955
93	66603334	41225
68	66603301	42225
56	66603285	43361
42	66603266	43965
65	66603296	44162
62	66603292	44691
74	66603307	45374
50	66603277	45925
52	66603281	46133
31	66603251	46911
24	66603242	47046
26	66603244	47239
5	66603207	48043
40	66603262	48120
76	66603310	48247
77	66603312	48516
66	66603298	48905
83	66603320	48876
70	66603303	49202
8	66603211	49531
75	66603308	49381
92	66603333	49875
34	66603254	50507
9	66603212	50857
7	66603210	51111
2	66603203	51507
13	66603216	52420
6	66603208	52544
0	66603200	52627
49	66603275	52467
37	66603258	52570
81	66603317	53000
1	66603201	53532
32	66603252	53674
22	66603240	53737
36	66603257	53740
18	66603223	53821
29	66603248	53845
58	66603287	53848
82	66603318	53854
64	66603295	54014
67	66603299	54102
39	66603261	54241
15	66603220	54636
28	66603246	54578
88	66603326	54521
20	66603225	54644
85	66603323	54595
14	66603219	54851
94	66603335	54800
54	66603283	54976
12	66603215	55317
79	66603315	55263
19	66603224	55495
17	66603222	55873
45	66603271	55789
10	66603213	56169
11	66603214	56292
87	66603325	56097
80	66603316	56167
4	66603206	56543
3	66603204	56657
86	66603324	56621
60	66603290	56735
33	66603253	56936
59	66603288	56927
16	66603221	57284
25	66603243	57218
89	66603328	57177
44	66603270	57410
95	66603336	57902
48	66603274	58039
35	66603255	58080
46	66603272	58672
41	66603264	59271
38	66603259	59279
61	66603291	59262
23	66603241	59577
21	66603237	59627
43	66603268	59810
51	66603279	60227
27	66603245	60249
30	66603250	61124
53	66603282	61237
90	66603330	62194
78	66603313	63040
91	66603331	64727
