Index	JobID	Runtime sec
1	66236253	96
0	66236252	126
2	66236254	90
3	66236255	103
11	66236263	71
7	66236259	85
10	66236262	95
6	66236258	100
4	66236256	105
8	66236260	107
9	66236261	109
17	66236269	71
15	66236267	74
18	66236270	76
13	66236265	78
5	66236257	120
12	66236264	79
21	66236273	81
27	66236279	81
14	66236266	103
19	66236271	106
26	66236278	91
29	66236281	74
16	66236268	108
25	66236277	96
28	66236280	97
22	66236274	97
23	66236275	99
37	66236289	89
24	66236276	109
50	66236304	92
40	66236292	93
61	66236315	94
60	66236314	96
33	66236285	95
20	66236272	130
36	66236288	97
57	66236311	100
51	66236305	101
59	66236313	101
49	66236303	101
43	66236296	99
41	66236293	102
30	66236282	104
62	66236316	102
63	66236317	104
58	66236312	105
44	66236297	104
39	66236291	106
56	66236310	106
52	66236306	106
55	66236309	106
47	66236301	108
31	66236283	108
53	66236307	109
38	66236290	109
42	66236294	108
35	66236287	110
75	66236329	73
48	66236302	110
69	66236323	76
46	66236300	111
32	66236284	113
45	66236298	116
68	66236322	95
70	66236324	96
64	66236318	97
73	66236327	97
79	66236333	94
66	66236320	99
81	66236335	98
65	66236319	100
72	66236326	101
34	66236286	137
86	66236340	102
78	66236332	102
76	66236330	102
80	66236334	101
87	66236341	104
77	66236331	105
90	66236344	105
96	66236350	106
92	66236346	102
67	66236321	106
97	66236351	107
82	66236336	107
99	66236353	107
71	66236325	107
88	66236342	107
74	66236328	109
98	66236352	110
89	66236343	111
94	66236348	110
93	66236347	112
83	66236337	112
54	66236308	148
95	66236349	113
85	66236339	116
84	66236338	117
91	66236345	121
