Index	JobID	Memory MB
59	66595450	558.61
37	66595423	558.91
77	66595470	458.47
60	66595451	465.60
29	66595414	558.88
97	66595499	557.00
93	66595493	478.73
75	66595468	558.23
18	66595401	409.44
6	66595387	407.06
5	66595386	485.89
70	66595463	557.79
82	66595478	563.84
74	66595467	438.07
64	66595455	475.82
63	66595454	456.09
39	66595426	562.86
71	66595464	572.35
95	66595497	561.46
17	66595400	458.90
54	66595443	447.97
24	66595408	522.53
3	66595383	403.36
66	66595457	462.33
98	66595500	556.64
19	66595403	563.46
51	66595440	503.82
8	66595390	404.72
45	66595433	444.21
85	66595482	456.47
79	66595474	451.04
68	66595460	450.40
89	66595487	564.67
47	66595435	420.75
52	66595441	454.10
11	66595393	406.55
35	66595421	440.40
32	66595418	561.63
78	66595472	565.72
13	66595395	460.12
86	66595483	371.04
55	66595445	456.38
84	66595481	419.43
65	66595456	468.87
67	66595458	582.86
2	66595382	407.39
7	66595389	441.91
76	66595469	465.59
56	66595446	464.90
15	66595397	464.14
83	66595480	402.56
42	66595429	445.62
69	66595461	556.45
25	66595409	438.45
26	66595410	416.55
20	66595404	557.55
50	66595439	519.54
33	66595419	414.38
88	66595486	454.39
41	66595428	570.88
44	66595432	419.04
43	66595431	438.23
14	66595396	404.62
62	66595453	459.48
10	66595392	453.74
90	66595488	464.07
34	66595420	566.33
36	66595422	565.24
48	66595436	450.22
46	66595434	455.50
73	66595466	469.06
12	66595394	401.83
96	66595498	407.58
27	66595412	457.25
99	66595501	451.36
28	66595413	454.07
22	66595406	457.31
38	66595425	531.60
31	66595416	533.54
61	66595452	554.25
53	66595442	577.13
49	66595438	438.73
58	66595448	456.54
72	66595465	439.11
91	66595490	412.11
1	66595381	464.29
80	66595475	370.46
57	66595447	560.62
0	66595380	515.38
94	66595494	520.48
40	66595427	401.10
16	66595399	455.61
87	66595485	559.43
81	66595476	463.12
9	66595391	460.00
92	66595491	371.52
30	66595415	521.49
23	66595407	554.49
4	66595384	384.99
21	66595405	408.22
