Index	JobID	FLRECO Runtime sec
59	66595450	9713
37	66595423	10339
77	66595470	10524
60	66595451	10492
29	66595414	10521
97	66595499	10523
93	66595493	11174
75	66595468	11597
18	66595401	11702
6	66595387	11578
5	66595386	11836
70	66595463	12114
82	66595478	12265
74	66595467	12569
64	66595455	12527
63	66595454	12751
39	66595426	13313
71	66595464	13164
95	66595497	13062
17	66595400	13311
54	66595443	13401
24	66595408	13100
3	66595383	13218
66	66595457	13294
98	66595500	13533
19	66595403	13631
51	66595440	13512
8	66595390	13630
45	66595433	13579
85	66595482	13605
79	66595474	13673
68	66595460	14108
89	66595487	13812
47	66595435	13994
52	66595441	14098
11	66595393	13972
35	66595421	14028
32	66595418	14154
78	66595472	13786
13	66595395	14065
86	66595483	14165
55	66595445	14289
84	66595481	14182
65	66595456	14299
67	66595458	14333
2	66595382	14283
7	66595389	14334
76	66595469	14373
56	66595446	14442
15	66595397	14388
83	66595480	14429
42	66595429	14411
69	66595461	14529
25	66595409	14304
26	66595410	15051
20	66595404	14624
50	66595439	14635
33	66595419	14683
88	66595486	14653
41	66595428	14850
44	66595432	14734
43	66595431	14806
14	66595396	14779
62	66595453	14829
10	66595392	14822
90	66595488	14855
34	66595420	14868
36	66595422	14902
48	66595436	15456
46	66595434	14942
73	66595466	15065
12	66595394	15155
96	66595498	14969
27	66595412	15022
99	66595501	15075
28	66595413	15174
22	66595406	15188
38	66595425	15397
31	66595416	15467
61	66595452	15383
53	66595442	15522
49	66595438	15816
58	66595448	15641
72	66595465	15797
91	66595490	15607
1	66595381	15644
80	66595475	15666
57	66595447	15932
0	66595380	15596
94	66595494	16045
40	66595427	16041
16	66595399	16162
87	66595485	16193
81	66595476	16298
9	66595391	16310
92	66595491	16130
30	66595415	16347
23	66595407	16513
4	66595384	16540
21	66595405	16658
