Index	JobID	Memory MB
1	66236253	356.55
0	66236252	359.45
2	66236254	239.27
3	66236255	344.76
11	66236263	345.24
7	66236259	345.23
10	66236262	351.60
6	66236258	250.12
4	66236256	346.07
8	66236260	251.95
9	66236261	351.88
17	66236269	364.28
15	66236267	340.31
18	66236270	352.37
13	66236265	345.55
5	66236257	340.03
12	66236264	334.54
21	66236273	358.54
27	66236279	347.90
14	66236266	331.46
19	66236271	347.52
26	66236278	305.23
29	66236281	353.96
16	66236268	330.98
25	66236277	368.03
28	66236280	348.35
22	66236274	238.83
23	66236275	366.70
37	66236289	360.77
24	66236276	246.09
50	66236304	348.10
40	66236292	243.25
61	66236315	346.64
60	66236314	346.86
33	66236285	335.18
20	66236272	338.62
36	66236288	370.47
57	66236311	387.49
51	66236305	346.06
59	66236313	346.92
49	66236303	349.42
43	66236296	344.76
41	66236293	207.06
30	66236282	352.55
62	66236316	358.21
63	66236317	425.83
58	66236312	347.86
44	66236297	211.15
39	66236291	337.28
56	66236310	391.05
52	66236306	365.84
55	66236309	342.17
47	66236301	348.11
31	66236283	330.73
53	66236307	354.88
38	66236290	355.63
42	66236294	351.71
35	66236287	354.79
75	66236329	350.51
48	66236302	355.03
69	66236323	340.13
46	66236300	359.58
32	66236284	372.08
45	66236298	369.63
68	66236322	339.25
70	66236324	356.97
64	66236318	353.86
73	66236327	356.55
79	66236333	261.09
66	66236320	244.28
81	66236335	347.14
65	66236319	339.92
72	66236326	350.19
34	66236286	353.53
86	66236340	343.24
78	66236332	241.71
76	66236330	374.05
80	66236334	344.79
87	66236341	355.56
77	66236331	236.24
90	66236344	275.41
96	66236350	344.47
92	66236346	346.32
67	66236321	353.02
97	66236351	343.21
82	66236336	354.21
99	66236353	246.38
71	66236325	242.37
88	66236342	338.10
74	66236328	242.98
98	66236352	369.05
89	66236343	402.96
94	66236348	356.77
93	66236347	350.14
83	66236337	360.19
54	66236308	355.22
95	66236349	362.57
85	66236339	359.75
84	66236338	355.08
91	66236345	337.52
